genome	biosample	clade	label
GCA_015538925.1_ASM1553892v1	SAMN15546601	II	human
GCA_015538905.1_ASM1553890v1	SAMN15546604	II	human
GCA_015538865.1_ASM1553886v1	SAMN15546605	II	human
GCA_015538855.1_ASM1553885v1	SAMN15546607	II	human
GCA_015538845.1_ASM1553884v1	SAMN15546606	II	human
GCA_015538825.1_ASM1553882v1	SAMN15546608	II	human
GCA_015538795.1_ASM1553879v1	SAMN15546610	II	human
GCA_015538785.1_ASM1553878v1	SAMN15546609	II	human
GCA_015538755.1_ASM1553875v1	SAMN15546612	II	human
GCA_015538745.1_ASM1553874v1	SAMN15546611	II	human
GCA_015538725.1_ASM1553872v1	SAMN15546613	II	human
GCA_015538675.1_ASM1553867v1	SAMN15546614	II	human
GCA_015538695.1_ASM1553869v1	SAMN15546615	II	human
GCA_015538645.1_ASM1553864v1	SAMN15546616	II	human
GCA_015538635.1_ASM1553863v1	SAMN15546617	II	human
GCA_015538625.1_ASM1553862v1	SAMN15546618	II	human
GCA_015538595.1_ASM1553859v1	SAMN15546621	II	human
GCA_015538575.1_ASM1553857v1	SAMN15546619	II	human
GCA_015538545.1_ASM1553854v1	SAMN15546623	II	human
GCA_015538525.1_ASM1553852v1	SAMN15546620	II	human
GCA_015538535.1_ASM1553853v1	SAMN15546622	II	human
GCA_015538485.1_ASM1553848v1	SAMN15546625	II	human
GCA_015538455.1_ASM1553845v1	SAMN15546627	II	human
GCA_015538475.1_ASM1553847v1	SAMN15546629	II	human
GCA_015538435.1_ASM1553843v1	SAMN15546624	II	human
GCA_015538425.1_ASM1553842v1	SAMN15546626	II	human
GCA_015538405.1_ASM1553840v1	SAMN15546630	II	human
GCA_015536555.1_ASM1553655v1	SAMN15546631	II	human
GCA_015536545.1_ASM1553654v1	SAMN15546628	II	human
GCA_015498935.1_PDT000693962.1	SAMD00029150	II	human
GCA_015498715.1_PDT000693954.1	SAMD00029152	II	human
GCA_015518065.1_PDT000088308.1	SAMEA3268863	II	animal
GCA_015518005.1_PDT000088307.1	SAMEA3268862	II	animal
GCA_015517985.1_PDT000088309.1	SAMEA3268864	II	animal
GCA_015517945.1_PDT000088312.1	SAMEA3268867	II	animal
GCA_015517925.1_PDT000088310.1	SAMEA3268865	II	animal
GCA_015517905.1_PDT000088313.1	SAMEA3268868	II	animal
GCA_015517885.1_PDT000088311.1	SAMEA3268866	II	animal
GCA_015517865.1_PDT000088333.1	SAMEA3268888	II	animal
GCA_015517845.1_PDT000088317.1	SAMEA3268872	II	animal
GCA_015517825.1_PDT000088314.1	SAMEA3268869	II	animal
GCA_015517805.1_PDT000088316.1	SAMEA3268871	II	animal
GCA_015517785.1_PDT000088315.1	SAMEA3268870	II	animal
GCA_015517765.1_PDT000088319.1	SAMEA3268874	II	animal
GCA_015517735.1_PDT000088331.1	SAMEA3268886	II	animal
GCA_015517725.1_PDT000088337.1	SAMEA3268892	II	animal
GCA_015517705.1_PDT000088330.1	SAMEA3268885	II	animal
GCA_015517685.1_PDT000088334.1	SAMEA3268889	II	animal
GCA_015517665.1_PDT000088332.1	SAMEA3268887	II	animal
GCA_015517645.1_PDT000088335.1	SAMEA3268890	II	animal
GCA_015517625.1_PDT000088341.1	SAMEA3268896	II	animal
GCA_015517605.1_PDT000088336.1	SAMEA3268891	II	animal
GCA_015517585.1_PDT000088322.1	SAMEA3268877	II	animal
GCA_015517565.1_PDT000088342.1	SAMEA3268897	II	animal
GCA_015517545.1_PDT000088338.1	SAMEA3268893	II	animal
GCA_015517525.1_PDT000088340.1	SAMEA3268895	II	animal
GCA_015517505.1_PDT000088339.1	SAMEA3268894	II	animal
GCA_015517485.1_PDT000088323.1	SAMEA3268878	II	animal
GCA_015517455.1_PDT000088326.1	SAMEA3268881	II	animal
GCA_015517445.1_PDT000088343.1	SAMEA3268898	II	animal
GCA_015517425.1_PDT000088348.1	SAMEA3268903	II	animal
GCA_015517405.1_PDT000088346.1	SAMEA3268901	II	animal
GCA_015517385.1_PDT000088344.1	SAMEA3268899	II	animal
GCA_015517365.1_PDT000088347.1	SAMEA3268902	II	animal
GCA_015517345.1_PDT000088349.1	SAMEA3268904	II	animal
GCA_015517325.1_PDT000088345.1	SAMEA3268900	II	animal
GCA_015517305.1_PDT000088351.1	SAMEA3268906	II	animal
GCA_015517265.1_PDT000088350.1	SAMEA3268905	II	animal
GCA_015517285.1_PDT000088352.1	SAMEA3268907	II	animal
GCA_015517245.1_PDT000088324.1	SAMEA3268879	II	animal
GCA_015517225.1_PDT000088325.1	SAMEA3268880	II	animal
GCA_015517185.1_PDT000088354.1	SAMEA3268909	II	animal
GCA_015517205.1_PDT000088355.1	SAMEA3268910	II	animal
GCA_015517165.1_PDT000088353.1	SAMEA3268908	II	animal
GCA_015517145.1_PDT000088357.1	SAMEA3268912	I	animal
GCA_015517125.1_PDT000088356.1	SAMEA3268911	II	animal
GCA_015517105.1_PDT000088358.1	SAMEA3268913	I	animal
GCA_015517085.1_PDT000088359.1	SAMEA3268914	I	animal
GCA_015517065.1_PDT000088329.1	SAMEA3268884	II	animal
GCA_015517045.1_PDT000088321.1	SAMEA3268876	II	animal
GCA_015517025.1_PDT000088327.1	SAMEA3268882	II	animal
GCA_015517005.1_PDT000088318.1	SAMEA3268873	II	animal
GCA_015516985.1_PDT000088328.1	SAMEA3268883	II	animal
GCA_015516965.1_PDT000088320.1	SAMEA3268875	II	animal
GCA_015516905.1_PDT000088364.1	SAMEA3268919	I	animal
GCA_015516885.1_PDT000088361.1	SAMEA3268916	I	animal
GCA_015516865.1_PDT000088362.1	SAMEA3268917	I	animal
GCA_015516845.1_PDT000088360.1	SAMEA3268915	I	animal
GCA_015516825.1_PDT000088363.1	SAMEA3268918	I	animal
GCA_015516505.1_PDT000088367.1	SAMEA3268922	I	animal
GCA_015516485.1_PDT000088366.1	SAMEA3268921	I	animal
GCA_015516465.1_PDT000088365.1	SAMEA3268920	I	animal
GCA_015516445.1_PDT000088368.1	SAMEA3268923	I	animal
GCA_015516425.1_PDT000088370.1	SAMEA3268925	I	animal
GCA_015516385.1_PDT000088369.1	SAMEA3268924	I	animal
GCA_015516405.1_PDT000088372.1	SAMEA3268927	I	animal
GCA_015516365.1_PDT000088371.1	SAMEA3268926	I	animal
GCA_015516345.1_PDT000088374.1	SAMEA3268929	I	animal
GCA_015516325.1_PDT000088376.1	SAMEA3268931	I	animal
GCA_015516305.1_PDT000088373.1	SAMEA3268928	I	animal
GCA_015516265.1_PDT000088375.1	SAMEA3268930	I	animal
GCA_015516275.1_PDT000088377.1	SAMEA3268932	I	animal
GCA_015516245.1_PDT000088379.1	SAMEA3268934	I	animal
GCA_015516225.1_PDT000088378.1	SAMEA3268933	I	animal
GCA_015516205.1_PDT000088381.1	SAMEA3268936	I	animal
GCA_015516185.1_PDT000088380.1	SAMEA3268935	I	animal
GCA_015516165.1_PDT000088383.1	SAMEA3268938	I	animal
GCA_015516145.1_PDT000088385.1	SAMEA3268940	I	animal
GCA_015516125.1_PDT000088382.1	SAMEA3268937	I	animal
GCA_015516105.1_PDT000088384.1	SAMEA3268939	I	animal
GCA_015516085.1_PDT000088386.1	SAMEA3268941	I	animal
GCA_015516065.1_PDT000088387.1	SAMEA3268942	I	animal
GCA_015516045.1_PDT000088390.1	SAMEA3268945	I	animal
GCA_015516025.1_PDT000088388.1	SAMEA3268943	I	animal
GCA_015516005.1_PDT000088389.1	SAMEA3268944	I	animal
GCA_015515985.1_PDT000088391.1	SAMEA3268946	I	animal
GCA_015515965.1_PDT000088392.1	SAMEA3268947	I	animal
GCA_015515945.1_PDT000088402.1	SAMEA3268957	I	animal
GCA_015515925.1_PDT000088394.1	SAMEA3268949	I	animal
GCA_015515905.1_PDT000088403.1	SAMEA3268958	I	animal
GCA_015515885.1_PDT000088400.1	SAMEA3268955	I	animal
GCA_015515865.1_PDT000088401.1	SAMEA3268956	I	animal
GCA_015515825.1_PDT000088404.1	SAMEA3268959	I	animal
GCA_015515805.1_PDT000088405.1	SAMEA3268960	I	animal
GCA_015515765.1_PDT000088406.1	SAMEA3268961	I	animal
GCA_015515775.1_PDT000109524.1	SAMN03358958	I	na
GCA_015515725.1_PDT000109525.1	SAMN03358959	I	na
GCA_015515665.1_PDT000109527.1	SAMN03358961	I	na
GCA_015515695.1_PDT000109529.1	SAMN03358963	I	na
GCA_015515675.1_PDT000109526.1	SAMN03358960	I	na
GCA_015515645.1_PDT000109528.1	SAMN03358962	I	na
GCA_015515625.1_PDT000109534.1	SAMN03358968	I	na
GCA_015515605.1_PDT000109535.1	SAMN03358969	I	na
GCA_015515585.1_PDT000109531.1	SAMN03358965	I	na
GCA_015515565.1_PDT000109537.1	SAMN03358971	I	na
GCA_015515545.1_PDT000109533.1	SAMN03358967	I	na
GCA_015515525.1_PDT000109536.1	SAMN03358970	I	na
GCA_015515505.1_PDT000109540.1	SAMN03358975	I	na
GCA_015515485.1_PDT000109530.1	SAMN03358964	I	na
GCA_015515465.1_PDT000109538.1	SAMN03358972	I	na
GCA_015515445.1_PDT000088398.1	SAMEA3268953	I	animal
GCA_015515425.1_PDT000109541.1	SAMN03358976	I	na
GCA_015515365.1_PDT000109539.1	SAMN03358973	I	na
GCA_015515325.1_PDT000109542.1	SAMN03358977	I	na
GCA_015515265.1_PDT000088395.1	SAMEA3268950	I	animal
GCA_015515185.1_PDT000088396.1	SAMEA3268951	I	animal
GCA_015515165.1_PDT000088399.1	SAMEA3268954	I	animal
GCA_015515145.1_PDT000088393.1	SAMEA3268948	I	animal
GCA_015515065.1_PDT000088397.1	SAMEA3268952	I	animal
GCA_015513575.1_PDT000109619.1	SAMN03359054	I	na
GCA_015513555.1_PDT000109618.1	SAMN03359053	I	na
GCA_015513535.1_PDT000109617.1	SAMN03359052	I	na
GCA_015513515.1_PDT000109616.1	SAMN03359051	I	na
GCA_015513495.1_PDT000109620.1	SAMN03359055	I	na
GCA_015513475.1_PDT000109614.1	SAMN03359049	I	na
GCA_015513455.1_PDT000109624.1	SAMN03359059	I	na
GCA_015513435.1_PDT000109627.1	SAMN03359062	I	na
GCA_015513415.1_PDT000109621.1	SAMN03359056	I	na
GCA_015513395.1_PDT000109625.1	SAMN03359060	I	na
GCA_015513375.1_PDT000109628.1	SAMN03359063	I	na
GCA_015513355.1_PDT000109629.1	SAMN03359064	I	na
GCA_015513335.1_PDT000109622.1	SAMN03359057	I	na
GCA_015513315.1_PDT000109630.1	SAMN03359065	I	na
GCA_015513295.1_PDT000109631.1	SAMN03359066	I	na
GCA_015513275.1_PDT000109626.1	SAMN03359061	I	na
GCA_015513255.1_PDT000109633.1	SAMN03359068	I	na
GCA_015513235.1_PDT000109632.1	SAMN03359067	I	na
GCA_015513215.1_PDT000109637.1	SAMN03359072	I	na
GCA_015513195.1_PDT000109635.1	SAMN03359070	I	na
GCA_015513175.1_PDT000109636.1	SAMN03359071	I	na
GCA_015513155.1_PDT000109638.1	SAMN03359073	I	na
GCA_015513115.1_PDT000109644.1	SAMN03359079	I	na
GCA_015513135.1_PDT000109641.1	SAMN03359076	I	na
GCA_015513095.1_PDT000109639.1	SAMN03359074	I	na
GCA_015513075.1_PDT000109640.1	SAMN03359075	I	na
GCA_015513055.1_PDT000109613.1	SAMN03359048	I	na
GCA_015513035.1_PDT000109642.1	SAMN03359077	I	na
GCA_015513015.1_PDT000109643.1	SAMN03359078	I	na
GCA_015512995.1_PDT000109660.1	SAMN03359095	I	na
GCA_015512975.1_PDT000109615.1	SAMN03359050	I	na
GCA_015512955.1_PDT000109645.1	SAMN03359080	I	na
GCA_015512935.1_PDT000109648.1	SAMN03359083	I	na
GCA_015512915.1_PDT000109646.1	SAMN03359081	I	na
GCA_015512895.1_PDT000109611.1	SAMN03359046	I	na
GCA_015512875.1_PDT000109659.1	SAMN03359094	I	na
GCA_015512855.1_PDT000109663.1	SAMN03359098	I	na
GCA_015512835.1_PDT000109662.1	SAMN03359097	I	na
GCA_015512815.1_PDT000109664.1	SAMN03359099	I	na
GCA_015512795.1_PDT000109661.1	SAMN03359096	I	na
GCA_015512775.1_PDT000109665.1	SAMN03359100	I	na
GCA_015512755.1_PDT000109652.1	SAMN03359087	I	na
GCA_015512735.1_PDT000109657.1	SAMN03359092	I	na
GCA_015512715.1_PDT000109651.1	SAMN03359086	I	na
GCA_015512695.1_PDT000109647.1	SAMN03359082	I	na
GCA_015512675.1_PDT000109650.1	SAMN03359085	I	na
GCA_015512655.1_PDT000109654.1	SAMN03359089	I	na
GCA_015512625.1_PDT000109656.1	SAMN03359091	I	na
GCA_015512615.1_PDT000109655.1	SAMN03359090	I	na
GCA_015512595.1_PDT000109649.1	SAMN03359084	I	na
GCA_015512565.1_PDT000109653.1	SAMN03359088	I	na
GCA_015512555.1_PDT000109612.1	SAMN03359047	I	na
GCA_015512535.1_PDT000109670.1	SAMN03359105	I	na
GCA_015512515.1_PDT000109667.1	SAMN03359102	I	na
GCA_015512495.1_PDT000109671.1	SAMN03359106	I	na
GCA_015512475.1_PDT000109666.1	SAMN03359101	I	na
GCA_015512455.1_PDT000109669.1	SAMN03359104	I	na
GCA_015512435.1_PDT000109668.1	SAMN03359103	I	na
GCA_015512415.1_PDT000109676.1	SAMN03359111	I	na
GCA_015512395.1_PDT000109672.1	SAMN03359107	I	na
GCA_015512375.1_PDT000109675.1	SAMN03359110	I	na
GCA_015512355.1_PDT000109673.1	SAMN03359108	I	na
GCA_015512335.1_PDT000109677.1	SAMN03359112	I	na
GCA_015512315.1_PDT000109674.1	SAMN03359109	I	na
GCA_015512295.1_PDT000109679.1	SAMN03359114	I	na
GCA_015512245.1_PDT000109678.1	SAMN03359113	I	na
GCA_015512075.1_PDT000109680.1	SAMN03359115	I	na
GCA_015512055.1_PDT000109683.1	SAMN03359118	I	na
GCA_015512035.1_PDT000109681.1	SAMN03359116	I	na
GCA_015512015.1_PDT000109696.1	SAMN03359131	I	na
GCA_015511985.1_PDT000109682.1	SAMN03359117	I	na
GCA_015511975.1_PDT000109687.1	SAMN03359122	I	na
GCA_015511955.1_PDT000109684.1	SAMN03359119	I	na
GCA_015511935.1_PDT000109685.1	SAMN03359120	I	na
GCA_015511915.1_PDT000109694.1	SAMN03359129	I	na
GCA_015511895.1_PDT000109686.1	SAMN03359121	I	na
GCA_015511875.1_PDT000109697.1	SAMN03359132	I	na
GCA_015511855.1_PDT000109698.1	SAMN03359133	I	na
GCA_015511835.1_PDT000109695.1	SAMN03359130	I	na
GCA_015511815.1_PDT000109699.1	SAMN03359134	I	na
GCA_015511795.1_PDT000109700.1	SAMN03359135	I	na
GCA_015511715.1_PDT000109690.1	SAMN03359125	I	na
GCA_015511695.1_PDT000109693.1	SAMN03359128	I	na
GCA_015511675.1_PDT000109691.1	SAMN03359126	I	na
GCA_015511655.1_PDT000109689.1	SAMN03359124	I	na
GCA_015511635.1_PDT000109688.1	SAMN03359123	I	na
GCA_015511615.1_PDT000109692.1	SAMN03359127	I	na
GCA_015511535.1_PDT000109702.1	SAMN03359137	I	na
GCA_015511515.1_PDT000109701.1	SAMN03359136	I	na
GCA_015511475.1_PDT000109703.1	SAMN03359138	I	na
GCA_015511195.1_PDT000162948.2	SAMN06009036	II	food
GCA_015511065.1_PDT000173428.1	SAMN06163804	II	animal
GCA_015510985.1_PDT000173433.1	SAMN06163799	II	animal
GCA_015510975.1_PDT000173430.1	SAMN06163801	II	animal
GCA_015510885.1_PDT000173437.1	SAMN06163802	II	food
GCA_015510825.1_PDT000173713.2	SAMN06007781	II	human
GCA_015510765.1_PDT000173431.1	SAMN06163800	II	animal
GCA_015510665.1_PDT000173420.1	SAMN06163784	II	animal
GCA_015510495.1_PDT000293295.1	SAMN08662362	II	animal
GCA_015510485.1_PDT000222870.1	SAMN07327484	II	animal
GCA_015510445.1_PDT000212512.1	SAMN07159198	II	animal
GCA_015510425.1_PDT000293279.1	SAMN08662364	II	animal
GCA_015510405.1_PDT000239211.1	SAMN07608133	II	food
GCA_015510385.1_PDT000239229.1	SAMN07608147	II	animal
GCA_015510365.1_PDT000292782.1	SAMN08638816	II	food
GCA_015510345.1_PDT000296289.1	SAMN08767338	II	animal
GCA_015510325.1_PDT000293298.1	SAMN08662366	II	food
GCA_015510285.1_PDT000296288.1	SAMN08767336	II	animal
GCA_015510265.1_PDT000296290.1	SAMN08767341	II	food
GCA_015510245.1_PDT000296354.1	SAMN08767279	II	animal
GCA_015510225.1_PDT000222862.1	SAMN07327483	II	animal
GCA_015510165.1_PDT000296303.1	SAMN08767337	II	animal
GCA_015510145.1_PDT000294739.1	SAMN08719149	II	animal
GCA_015510125.1_PDT000296358.1	SAMN08767261	II	food
GCA_015510085.1_PDT000296362.1	SAMN08767266	II	animal
GCA_015510105.1_PDT000296357.1	SAMN08767269	II	food
GCA_015510065.1_PDT000296368.1	SAMN08767267	II	animal
GCA_015510025.1_PDT000296360.1	SAMN08767264	II	animal
GCA_015510045.1_PDT000296361.1	SAMN08767265	II	animal
GCA_015510005.1_PDT000315447.1	SAMN09215344	II	animal
GCA_015509985.1_PDT000296366.1	SAMN08767275	II	animal
GCA_015509965.1_PDT000315450.1	SAMN09215343	II	animal
GCA_015509945.1_PDT000296367.1	SAMN08767263	II	food
GCA_015509925.1_PDT000315457.1	SAMN09215355	II	animal
GCA_015509905.1_PDT000315449.1	SAMN09215354	II	animal
GCA_015509885.1_PDT000315456.1	SAMN09215352	II	animal
GCA_015509865.1_PDT000336901.1	SAMN09489626	II	food
GCA_015509845.1_PDT000315459.1	SAMN09215353	II	animal
GCA_015509825.1_PDT000336898.1	SAMN09489628	II	food
GCA_015509805.1_PDT000336911.1	SAMN09489629	II	animal
GCA_015509785.1_PDT000336906.1	SAMN09489617	II	food
GCA_015509745.1_PDT000336903.1	SAMN09489618	II	animal
GCA_015509765.1_PDT000336900.1	SAMN09489623	II	food
GCA_015509725.1_PDT000336905.1	SAMN09489634	II	animal
GCA_015509705.1_PDT000336913.1	SAMN09489632	II	animal
GCA_015509685.1_PDT000336915.1	SAMN09489624	II	food
GCA_015509665.1_PDT000337240.1	SAMN09489604	II	animal
GCA_015509645.1_PDT000336912.1	SAMN09489630	II	food
GCA_015509625.1_PDT000336910.1	SAMN09489627	II	animal
GCA_015509605.1_PDT000337236.1	SAMN09489614	II	animal
GCA_015509585.1_PDT000340992.1	SAMN09544990	II	food
GCA_015509565.1_PDT000340989.1	SAMN09544995	II	animal
GCA_015509545.1_PDT000340996.1	SAMN09544992	II	animal
GCA_015509525.1_PDT000340998.1	SAMN09545001	II	animal
GCA_015509505.1_PDT000341000.1	SAMN09544989	II	food
GCA_015509485.1_PDT000341163.1	SAMN09544972	II	animal
GCA_015509465.1_PDT000341003.1	SAMN09544997	II	food
GCA_015509445.1_PDT000341167.1	SAMN09544975	II	food
GCA_015509425.1_PDT000341168.1	SAMN09544977	II	animal
GCA_015509405.1_PDT000341197.1	SAMN09544969	II	animal
GCA_015509385.1_PDT000341164.1	SAMN09544971	II	animal
GCA_015509365.1_PDT000341172.1	SAMN09544967	II	animal
GCA_015509345.1_PDT000341227.1	SAMN09545029	II	animal
GCA_015509315.1_PDT000341226.1	SAMN09545024	II	animal
GCA_015509295.1_PDT000341234.1	SAMN09545034	II	animal
GCA_015509265.1_PDT000341253.1	SAMN09545023	II	animal
GCA_015509245.1_PDT000341232.1	SAMN09545032	II	animal
GCA_015509225.1_PDT000341248.1	SAMN09545039	II	animal
GCA_015509205.1_PDT000341252.1	SAMN09545022	II	animal
GCA_015509185.1_PDT000340991.1	SAMN09544986	II	animal
GCA_015509165.1_PDT000341257.1	SAMN09545030	II	animal
GCA_015509145.1_PDT000341254.1	SAMN09545025	II	food
GCA_015509115.1_PDT000341376.1	SAMN09545046	II	food
GCA_015509095.1_PDT000341378.1	SAMN09545055	II	food
GCA_015509075.1_PDT000341393.1	SAMN09545044	II	food
GCA_015509055.1_PDT000341385.1	SAMN09545045	II	animal
GCA_015509035.1_PDT000341392.1	SAMN09545053	II	animal
GCA_015509015.1_PDT000337246.1	SAMN09489602	II	animal
GCA_015508985.1_PDT000341394.1	SAMN09545057	II	food
GCA_015508955.1_PDT000340993.1	SAMN09544991	II	animal
GCA_015508945.1_PDT000347541.2	SAMN09651974	II	animal
GCA_015508925.1_PDT000347544.2	SAMN09651969	II	animal
GCA_015508905.1_PDT000347545.2	SAMN09651973	II	animal
GCA_015508875.1_PDT000347551.2	SAMN09651971	II	animal
GCA_015508845.1_PDT000347549.2	SAMN09651966	II	animal
GCA_015508835.1_PDT000347548.2	SAMN09651965	II	animal
GCA_015508815.1_PDT000337242.1	SAMN09489615	II	animal
GCA_015508785.1_PDT000347550.2	SAMN09651970	II	animal
GCA_015508765.1_PDT000347546.2	SAMN09651964	II	food
GCA_015508745.1_PDT000347918.1	SAMN09655747	II	food
GCA_015508725.1_PDT000347553.2	SAMN09651977	II	animal
GCA_015508705.1_PDT000347557.2	SAMN09651972	II	animal
GCA_015508685.1_PDT000347985.1	SAMN09655756	II	animal
GCA_015508665.1_PDT000347554.2	SAMN09651967	II	animal
GCA_015508645.1_PDT000350321.1	SAMN09664919	II	animal
GCA_015508625.1_PDT000350311.1	SAMN09664913	II	animal
GCA_015508595.1_PDT000350323.1	SAMN09664922	II	animal
GCA_015508575.1_PDT000347936.1	SAMN09655755	II	animal
GCA_015508555.1_PDT000347956.1	SAMN09655704	II	food
GCA_015508505.1_PDT000347909.1	SAMN09655757	II	animal
GCA_015508455.1_PDT000347935.1	SAMN09655705	II	animal
GCA_015508435.1_PDT000355642.1	SAMN09741860	II	animal
GCA_015508415.1_PDT000355104.1	SAMN09730274	II	animal
GCA_015508395.1_PDT000355641.1	SAMN09741859	II	food
GCA_015508375.1_PDT000355647.1	SAMN09741839	II	animal
GCA_015508355.1_PDT000355650.1	SAMN09741847	II	animal
GCA_015508335.1_PDT000355653.1	SAMN09741861	II	animal
GCA_015508315.1_PDT000355663.1	SAMN09741870	II	animal
GCA_015508295.1_PDT000355707.1	SAMN09741884	II	food
GCA_015508275.1_PDT000355720.1	SAMN09742366	II	animal
GCA_015508255.1_PDT000355728.1	SAMN09742368	II	animal
GCA_015508235.1_PDT000355713.1	SAMN09742367	II	food
GCA_015508215.1_PDT000355655.1	SAMN09741838	II	animal
GCA_015508195.1_PDT000355736.1	SAMN09742364	II	food
GCA_015508175.1_PDT000355727.1	SAMN09742363	II	animal
GCA_015508155.1_PDT000355676.1	SAMN09741868	II	animal
GCA_015508135.1_PDT000355665.1	SAMN09741862	II	food
GCA_015508115.1_PDT000355721.1	SAMN09742360	II	food
GCA_015508095.1_PDT000355731.1	SAMN09742359	II	food
GCA_015508075.1_PDT000355719.1	SAMN09742362	II	animal
GCA_015508055.1_PDT000355832.1	SAMN09741857	II	animal
GCA_015508035.1_PDT000355732.1	SAMN09742361	II	animal
GCA_015508015.1_PDT000355837.1	SAMN09741885	II	animal
GCA_015507995.1_PDT000356777.1	SAMN09756626	II	animal
GCA_015507975.1_PDT000356751.1	SAMN09756616	II	animal
GCA_015507955.1_PDT000362782.1	SAMN09831760	II	food
GCA_015507925.1_PDT000356763.1	SAMN09756617	II	food
GCA_015507915.1_PDT000362786.1	SAMN09831752	II	animal
GCA_015507895.1_PDT000356775.1	SAMN09756613	II	animal
GCA_015507875.1_PDT000362783.1	SAMN09831761	II	food
GCA_015507855.1_PDT000362789.1	SAMN09831764	II	animal
GCA_015507835.1_PDT000362795.1	SAMN09831765	II	animal
GCA_015507815.1_PDT000362784.1	SAMN09831755	II	food
GCA_015507795.1_PDT000366439.1	SAMN09880352	II	animal
GCA_015507775.1_PDT000362798.1	SAMN09831762	II	animal
GCA_015507745.1_PDT000362787.1	SAMN09831753	II	food
GCA_015507735.1_PDT000362800.1	SAMN09831750	II	food
GCA_015507715.1_PDT000365691.1	SAMN09866604	II	animal
GCA_015507695.1_PDT000366454.1	SAMN09880344	II	animal
GCA_015507675.1_PDT000366461.1	SAMN09880340	II	food
GCA_015507655.1_PDT000367281.1	SAMN09914050	II	animal
GCA_015507635.1_PDT000365705.1	SAMN09866603	II	animal
GCA_015507615.1_PDT000366477.1	SAMN09880351	II	animal
GCA_015507595.1_PDT000366462.1	SAMN09880341	II	animal
GCA_015507575.1_PDT000372272.1	SAMN09977186	II	food
GCA_015507555.1_PDT000366476.1	SAMN09880348	II	animal
GCA_015507535.1_PDT000366465.1	SAMN09880345	II	animal
GCA_015507515.1_PDT000368448.1	SAMN09933869	II	animal
GCA_015507495.1_PDT000367282.1	SAMN09914054	II	animal
GCA_015507475.1_PDT000375032.1	SAMN10034784	II	animal
GCA_015507455.1_PDT000367285.1	SAMN09914055	II	food
GCA_015507435.1_PDT000372223.1	SAMN09977193	II	animal
GCA_015507415.1_PDT000381405.1	SAMN10094074	II	food
GCA_015507395.1_PDT000368453.1	SAMN09933868	II	food
GCA_015507375.1_PDT000372239.1	SAMN09977198	II	animal
GCA_015507355.1_PDT000372535.1	SAMN09980146	II	animal
GCA_015507335.1_PDT000372196.1	SAMN09977170	II	animal
GCA_015507315.1_PDT000372269.1	SAMN09977199	II	animal
GCA_015507295.1_PDT000372197.1	SAMN09977189	II	food
GCA_015507275.1_PDT000372195.1	SAMN09977169	II	food
GCA_015507255.1_PDT000372261.1	SAMN09977177	II	animal
GCA_015507235.1_PDT000372274.1	SAMN09977187	II	animal
GCA_015507215.1_PDT000372296.1	SAMN09977196	II	animal
GCA_015507175.1_PDT000372210.1	SAMN09977201	II	animal
GCA_015507195.1_PDT000375016.1	SAMN10034775	II	animal
GCA_015507135.1_PDT000375017.1	SAMN10034776	II	food
GCA_015507145.1_PDT000375028.1	SAMN10034773	II	food
GCA_015507115.1_PDT000375021.1	SAMN10034782	II	food
GCA_015507095.1_PDT000372214.1	SAMN09977191	II	animal
GCA_015507055.1_PDT000372292.1	SAMN09977181	II	food
GCA_015507015.1_PDT000376980.1	SAMN10064094	II	food
GCA_015506975.1_PDT000381406.1	SAMN10094075	II	food
GCA_015506955.1_PDT000372221.1	SAMN09977171	II	animal
GCA_015506935.1_PDT000376994.1	SAMN10064095	II	food
GCA_015506895.1_PDT000372236.1	SAMN09977188	II	animal
GCA_015506875.1_PDT000384872.1	SAMN10129971	II	food
GCA_015506855.1_PDT000381413.1	SAMN10094062	II	animal
GCA_015506835.1_PDT000384557.1	SAMN10129976	II	food
GCA_015506815.1_PDT000384555.1	SAMN10129972	II	food
GCA_015506795.1_PDT000381415.1	SAMN10094076	II	animal
GCA_015506775.1_PDT000384556.1	SAMN10129974	II	animal
GCA_015506755.1_PDT000384869.1	SAMN10129978	II	animal
GCA_015506735.1_PDT000384870.1	SAMN10129979	II	food
