genome	biosample	clade	label
GCA_013326975.1_ASM1332697v1	SAMN14000018	II	animal
GCA_013326955.1_ASM1332695v1	SAMN14000019	II	animal
GCA_013326935.1_ASM1332693v1	SAMN14000020	II	animal
GCA_013326885.1_ASM1332688v1	SAMN14000023	II	animal
GCA_013326905.1_ASM1332690v1	SAMN14000021	II	animal
GCA_013326855.1_ASM1332685v1	SAMN14000024	II	animal
GCA_013326875.1_ASM1332687v1	SAMN14000022	II	animal
GCA_013326835.1_ASM1332683v1	SAMN14000025	II	animal
GCA_013326795.1_ASM1332679v1	SAMN14000027	II	animal
GCA_013326785.1_ASM1332678v1	SAMN14000026	II	animal
GCA_013326775.1_ASM1332677v1	SAMN14000028	II	animal
GCA_013326735.1_ASM1332673v1	SAMN14000030	II	animal
GCA_013326745.1_ASM1332674v1	SAMN14000029	II	animal
GCA_013326705.1_ASM1332670v1	SAMN14000031	II	animal
GCA_013326675.1_ASM1332667v1	SAMN14000033	II	animal
GCA_013326685.1_ASM1332668v1	SAMN14000032	II	animal
GCA_013326655.1_ASM1332665v1	SAMN14000034	II	animal
GCA_013326635.1_ASM1332663v1	SAMN14000035	II	animal
GCA_013326615.1_ASM1332661v1	SAMN14000036	II	env
GCA_013326535.1_ASM1332653v1	SAMN14000040	II	env
GCA_013326585.1_ASM1332658v1	SAMN14000037	II	env
GCA_013326575.1_ASM1332657v1	SAMN14000038	II	env
GCA_013326515.1_ASM1332651v1	SAMN14000043	II	env
GCA_013326525.1_ASM1332652v1	SAMN14000042	II	env
GCA_013326475.1_ASM1332647v1	SAMN14000044	II	env
GCA_013326495.1_ASM1332649v1	SAMN14000041	II	env
GCA_013326425.1_ASM1332642v1	SAMN14000047	II	env
GCA_013326415.1_ASM1332641v1	SAMN14000046	II	env
GCA_013326405.1_ASM1332640v1	SAMN14000045	II	env
GCA_013326395.1_ASM1332639v1	SAMN14000048	II	env
GCA_013326375.1_ASM1332637v1	SAMN14000049	II	env
GCA_013326345.1_ASM1332634v1	SAMN14000051	II	env
GCA_013326335.1_ASM1332633v1	SAMN14000050	II	env
GCA_013326295.1_ASM1332629v1	SAMN14000053	II	env
GCA_013326305.1_ASM1332630v1	SAMN14000054	II	env
GCA_013326275.1_ASM1332627v1	SAMN14000055	II	env
GCA_013326235.1_ASM1332623v1	SAMN14000058	II	env
GCA_013326225.1_ASM1332622v1	SAMN14000057	II	env
GCA_013326215.1_ASM1332621v1	SAMN14000056	II	env
GCA_013326195.1_ASM1332619v1	SAMN14000059	II	env
GCA_013326165.1_ASM1332616v1	SAMN14000061	II	env
GCA_013326155.1_ASM1332615v1	SAMN14000060	II	env
GCA_013326135.1_ASM1332613v1	SAMN14000063	II	env
GCA_013326115.1_ASM1332611v1	SAMN14000062	II	env
GCA_013326085.1_ASM1332608v1	SAMN14000065	II	human
GCA_013326075.1_ASM1332607v1	SAMN14000064	II	env
GCA_013326055.1_ASM1332605v1	SAMN14000067	II	human
GCA_013326035.1_ASM1332603v1	SAMN14000066	II	human
GCA_013326015.1_ASM1332601v1	SAMN14000068	II	human
GCA_013325995.1_ASM1332599v1	SAMN14000070	II	human
GCA_013325975.1_ASM1332597v1	SAMN14000071	II	human
GCA_013325935.1_ASM1332593v1	SAMN14000072	II	human
GCA_013325955.1_ASM1332595v1	SAMN14000069	II	human
GCA_013325905.1_ASM1332590v1	SAMN14000075	II	human
GCA_013325895.1_ASM1332589v1	SAMN14000073	II	human
GCA_013325845.1_ASM1332584v1	SAMN14000074	II	human
GCA_013325835.1_ASM1332583v1	SAMN14000076	II	human
GCA_013325795.1_ASM1332579v1	SAMN14000077	II	human
GCA_013325765.1_ASM1332576v1	SAMN14000080	II	human
GCA_013325755.1_ASM1332575v1	SAMN14000079	II	human
GCA_013325705.1_ASM1332570v1	SAMN14000081	II	human
GCA_013325735.1_ASM1332573v1	SAMN14000078	II	human
GCA_013325695.1_ASM1332569v1	SAMN14000082	II	human
GCA_013325645.1_ASM1332564v1	SAMN14000085	II	human
GCA_013325635.1_ASM1332563v1	SAMN14000083	II	human
GCA_013325655.1_ASM1332565v1	SAMN14000084	II	human
GCA_013325605.1_ASM1332560v1	SAMN14000087	II	human
GCA_013325595.1_ASM1332559v1	SAMN14000088	II	human
GCA_013325565.1_ASM1332556v1	SAMN14000090	II	human
GCA_013325555.1_ASM1332555v1	SAMN14000089	II	human
GCA_013325535.1_ASM1332553v1	SAMN14000091	II	human
GCA_013325505.1_ASM1332550v1	SAMN14000092	II	human
GCA_013325495.1_ASM1332549v1	SAMN14000093	II	human
GCA_013325465.1_ASM1332546v1	SAMN14000094	II	human
GCA_013325455.1_ASM1332545v1	SAMN14000095	II	human
GCA_013325435.1_ASM1332543v1	SAMN14000096	II	human
GCA_013325405.1_ASM1332540v1	SAMN14000097	II	human
GCA_013325385.1_ASM1332538v1	SAMN14000100	II	human
GCA_013325375.1_ASM1332537v1	SAMN14000098	II	human
GCA_013325355.1_ASM1332535v1	SAMN14000101	II	human
GCA_013325315.1_ASM1332531v1	SAMN14000104	II	human
GCA_013325335.1_ASM1332533v1	SAMN14000102	II	human
GCA_013325285.1_ASM1332528v1	SAMN14000105	II	human
GCA_013325275.1_ASM1332527v1	SAMN14000106	II	human
GCA_013325255.1_ASM1332525v1	SAMN14000107	II	human
GCA_013325225.1_ASM1332522v1	SAMN14000109	II	human
GCA_013325215.1_ASM1332521v1	SAMN14000108	II	human
GCA_013325185.1_ASM1332518v1	SAMN14000110	II	human
GCA_013325175.1_ASM1332517v1	SAMN14000111	II	human
GCA_013325155.1_ASM1332515v1	SAMN14000112	II	human
GCA_013325115.1_ASM1332511v1	SAMN14000115	II	human
GCA_013325125.1_ASM1332512v1	SAMN14000113	II	human
GCA_013325095.1_ASM1332509v1	SAMN14000116	II	human
GCA_013325055.1_ASM1332505v1	SAMN14000117	II	human
GCA_013325065.1_ASM1332506v1	SAMN14000118	II	human
GCA_013325035.1_ASM1332503v1	SAMN14000119	II	human
GCA_013325005.1_ASM1332500v1	SAMN14000123	II	human
GCA_013324995.1_ASM1332499v1	SAMN14000121	II	human
GCA_013324955.1_ASM1332495v1	SAMN14000120	II	human
GCA_013324945.1_ASM1332494v1	SAMN14000125	II	human
GCA_013324935.1_ASM1332493v1	SAMN14000124	II	human
GCA_013324905.1_ASM1332490v1	SAMN14000126	II	human
GCA_013324835.1_ASM1332483v1	SAMN14000127	II	human
GCA_013324865.1_ASM1332486v1	SAMN14000129	II	human
GCA_013324855.1_ASM1332485v1	SAMN14000130	II	human
GCA_013324805.1_ASM1332480v1	SAMN14000131	II	human
GCA_013324845.1_ASM1332484v1	SAMN14000128	II	human
GCA_013324765.1_ASM1332476v1	SAMN14000132	II	human
GCA_013324745.1_ASM1332474v1	SAMN14000134	II	human
GCA_013324735.1_ASM1332473v1	SAMN14000133	II	human
GCA_013324755.1_ASM1332475v1	SAMN14000135	II	human
GCA_013324715.1_ASM1332471v1	SAMN14000136	II	human
GCA_013324665.1_ASM1332466v1	SAMN14000140	II	human
GCA_013324655.1_ASM1332465v1	SAMN14000138	II	human
GCA_013324635.1_ASM1332463v1	SAMN14000139	II	human
GCA_013324645.1_ASM1332464v1	SAMN14000137	II	human
GCA_013324615.1_ASM1332461v1	SAMN14000141	II	human
GCA_013324575.1_ASM1332457v1	SAMN14000142	II	human
GCA_013324545.1_ASM1332454v1	SAMN14000144	II	human
GCA_013324535.1_ASM1332453v1	SAMN14000145	II	human
GCA_013324515.1_ASM1332451v1	SAMN14000146	II	human
GCA_013324525.1_ASM1332452v1	SAMN14000143	II	human
GCA_013324475.1_ASM1332447v1	SAMN14000149	II	human
GCA_013324445.1_ASM1332444v1	SAMN14000150	II	human
GCA_013324455.1_ASM1332445v1	SAMN14000147	II	human
GCA_013324425.1_ASM1332442v1	SAMN14000151	II	human
GCA_013324415.1_ASM1332441v1	SAMN14000148	II	human
GCA_013324345.1_ASM1332434v1	SAMN14000153	II	human
GCA_013324335.1_ASM1332433v1	SAMN14000158	II	human
GCA_013324315.1_ASM1332431v1	SAMN14000156	II	human
GCA_013324355.1_ASM1332435v1	SAMN14000155	II	human
GCA_013324255.1_ASM1332425v1	SAMN14000159	II	human
GCA_013324325.1_ASM1332432v1	SAMN14000152	II	human
GCA_013324245.1_ASM1332424v1	SAMN14000160	II	human
GCA_013324225.1_ASM1332422v1	SAMN14000162	II	human
GCA_013324235.1_ASM1332423v1	SAMN14000161	II	human
GCA_013324215.1_ASM1332421v1	SAMN14000163	II	human
GCA_013324175.1_ASM1332417v1	SAMN14000164	II	human
GCA_013324155.1_ASM1332415v1	SAMN14000166	II	human
GCA_013324145.1_ASM1332414v1	SAMN14000167	II	human
GCA_013324135.1_ASM1332413v1	SAMN14000165	II	human
GCA_013324115.1_ASM1332411v1	SAMN14000168	II	human
GCA_013324065.1_ASM1332406v1	SAMN14000170	II	human
GCA_013324055.1_ASM1332405v1	SAMN14000169	II	human
GCA_013324045.1_ASM1332404v1	SAMN14000172	II	human
GCA_013324035.1_ASM1332403v1	SAMN14000171	II	human
GCA_013324015.1_ASM1332401v1	SAMN14000173	II	human
GCA_013323965.1_ASM1332396v1	SAMN14000177	II	human
GCA_013323975.1_ASM1332397v1	SAMN14000176	II	human
GCA_013323945.1_ASM1332394v1	SAMN14000174	II	human
GCA_013323935.1_ASM1332393v1	SAMN14000175	II	human
GCA_013323915.1_ASM1332391v1	SAMN14000178	II	human
GCA_013323865.1_ASM1332386v1	SAMN14000179	II	human
GCA_013323835.1_ASM1332383v1	SAMN14000180	II	human
GCA_013323855.1_ASM1332385v1	SAMN14000181	II	human
GCA_013323845.1_ASM1332384v1	SAMN14000182	II	human
GCA_013323815.1_ASM1332381v1	SAMN14000185	II	human
GCA_013323775.1_ASM1332377v1	SAMN14000183	II	human
GCA_013323765.1_ASM1332376v1	SAMN14000184	II	human
GCA_013323755.1_ASM1332375v1	SAMN14000186	II	human
GCA_013323735.1_ASM1332373v1	SAMN14000187	II	human
GCA_013323715.1_ASM1332371v1	SAMN14000188	II	human
GCA_013323685.1_ASM1332368v1	SAMN14000189	II	human
GCA_013323675.1_ASM1332367v1	SAMN14000190	II	human
GCA_013323645.1_ASM1332364v1	SAMN14000191	II	human
GCA_013323635.1_ASM1332363v1	SAMN14000192	II	human
GCA_013323615.1_ASM1332361v1	SAMN14000193	II	human
GCA_013323595.1_ASM1332359v1	SAMN14000194	II	human
GCA_013323565.1_ASM1332356v1	SAMN14000195	II	human
GCA_013323545.1_ASM1332354v1	SAMN14000197	II	human
GCA_013323525.1_ASM1332352v1	SAMN14000198	II	human
GCA_013323515.1_ASM1332351v1	SAMN14000196	II	human
GCA_013323495.1_ASM1332349v1	SAMN14000199	II	human
GCA_013323455.1_ASM1332345v1	SAMN14000202	II	human
GCA_013323445.1_ASM1332344v1	SAMN14000200	II	human
GCA_013323435.1_ASM1332343v1	SAMN14000203	II	human
GCA_013323405.1_ASM1332340v1	SAMN14000201	II	human
GCA_013323395.1_ASM1332339v1	SAMN14000204	II	human
GCA_013323375.1_ASM1332337v1	SAMN14000205	II	human
GCA_013323345.1_ASM1332334v1	SAMN14000207	II	human
GCA_013323315.1_ASM1332331v1	SAMN14000208	II	human
GCA_013323325.1_ASM1332332v1	SAMN14000206	II	human
GCA_013323295.1_ASM1332329v1	SAMN14000209	II	human
GCA_013323275.1_ASM1332327v1	SAMN14000211	II	human
GCA_013323235.1_ASM1332323v1	SAMN14000210	II	human
GCA_013323205.1_ASM1332320v1	SAMN14000213	II	human
GCA_013323225.1_ASM1332322v1	SAMN14000212	II	human
GCA_013323195.1_ASM1332319v1	SAMN14000214	II	human
GCA_013323165.1_ASM1332316v1	SAMN14000215	II	env
GCA_013323155.1_ASM1332315v1	SAMN14000218	II	env
GCA_013323105.1_ASM1332310v1	SAMN14000216	II	env
GCA_013323115.1_ASM1332311v1	SAMN14000219	II	env
GCA_013323085.1_ASM1332308v1	SAMN14000221	II	env
GCA_013323075.1_ASM1332307v1	SAMN14000220	II	env
GCA_013323015.1_ASM1332301v1	SAMN14000224	II	env
GCA_013323035.1_ASM1332303v1	SAMN14000222	II	env
GCA_013322995.1_ASM1332299v1	SAMN14000223	II	env
GCA_013322975.1_ASM1332297v1	SAMN14000226	II	env
GCA_013322985.1_ASM1332298v1	SAMN14000225	II	env
GCA_013322945.1_ASM1332294v1	SAMN14000230	II	env
GCA_013322925.1_ASM1332292v1	SAMN14000228	II	env
GCA_013322905.1_ASM1332290v1	SAMN14000229	II	env
GCA_013322895.1_ASM1332289v1	SAMN14000232	II	env
GCA_013322875.1_ASM1332287v1	SAMN14000233	II	env
GCA_013322855.1_ASM1332285v1	SAMN14000231	II	env
GCA_013322825.1_ASM1332282v1	SAMN14000234	II	env
GCA_013322815.1_ASM1332281v1	SAMN14000237	II	env
GCA_013322785.1_ASM1332278v1	SAMN14000235	II	env
GCA_013322765.1_ASM1332276v1	SAMN14000239	II	env
GCA_013322755.1_ASM1332275v1	SAMN14000238	II	env
GCA_013322735.1_ASM1332273v1	SAMN14000240	II	env
GCA_013322705.1_ASM1332270v1	SAMN14000242	II	env
GCA_013322695.1_ASM1332269v1	SAMN14000241	II	env
GCA_013322665.1_ASM1332266v1	SAMN14000244	II	env
GCA_013322655.1_ASM1332265v1	SAMN14000243	II	env
GCA_013322615.1_ASM1332261v1	SAMN14000245	II	env
GCA_013322595.1_ASM1332259v1	SAMN14000246	II	env
GCA_013322585.1_ASM1332258v1	SAMN14000247	II	env
GCA_013322575.1_ASM1332257v1	SAMN14000248	II	env
GCA_013322555.1_ASM1332255v1	SAMN14000249	II	env
GCA_013322525.1_ASM1332252v1	SAMN14000257	II	env
GCA_013322495.1_ASM1332249v1	SAMN14000250	II	env
GCA_013322475.1_ASM1332247v1	SAMN14000258	II	env
GCA_013322485.1_ASM1332248v1	SAMN14000251	II	env
GCA_013322435.1_ASM1332243v1	SAMN14000259	II	env
GCA_013322415.1_ASM1332241v1	SAMN14000262	II	env
GCA_013322405.1_ASM1332240v1	SAMN14000261	II	env
GCA_013322385.1_ASM1332238v1	SAMN14000260	II	env
GCA_013322375.1_ASM1332237v1	SAMN14000264	II	env
GCA_013322355.1_ASM1332235v1	SAMN14000263	II	env
GCA_013322305.1_ASM1332230v1	SAMN14000266	II	env
GCA_013322285.1_ASM1332228v1	SAMN14000268	II	env
GCA_013322295.1_ASM1332229v1	SAMN14000265	II	env
GCA_013322265.1_ASM1332226v1	SAMN14000270	II	env
GCA_013322255.1_ASM1332225v1	SAMN14000269	II	env
GCA_013320195.1_ASM1332019v1	SAMN14000272	II	env
GCA_013320185.1_ASM1332018v1	SAMN14000271	II	env
GCA_013320165.1_ASM1332016v1	SAMN14000273	II	env
GCA_013320155.1_ASM1332015v1	SAMN14000274	II	env
GCA_013320125.1_ASM1332012v1	SAMN14000275	II	env
GCA_013320085.1_ASM1332008v1	SAMN14000278	II	env
GCA_013320115.1_ASM1332011v1	SAMN14000276	II	env
GCA_013320055.1_ASM1332005v1	SAMN14000279	II	env
GCA_013320065.1_ASM1332006v1	SAMN14000277	II	env
GCA_013320035.1_ASM1332003v1	SAMN14000281	II	env
GCA_013319995.1_ASM1331999v1	SAMN14000282	II	env
GCA_013319965.1_ASM1331996v1	SAMN14000284	II	env
GCA_013319985.1_ASM1331998v1	SAMN14000280	II	env
GCA_013319955.1_ASM1331995v1	SAMN14000283	II	env
GCA_013319925.1_ASM1331992v1	SAMN14000286	II	env
GCA_013319915.1_ASM1331991v1	SAMN14000285	II	env
GCA_013319855.1_ASM1331985v1	SAMN14000288	II	env
GCA_013319875.1_ASM1331987v1	SAMN14000287	II	env
GCA_013319865.1_ASM1331986v1	SAMN14000289	II	env
GCA_013319825.1_ASM1331982v1	SAMN14000291	II	env
GCA_013319815.1_ASM1331981v1	SAMN14000290	II	env
GCA_013319775.1_ASM1331977v1	SAMN14000292	II	env
GCA_013319765.1_ASM1331976v1	SAMN14000294	II	env
GCA_013319755.1_ASM1331975v1	SAMN14000293	II	env
GCA_013319725.1_ASM1331972v1	SAMN14000296	II	env
GCA_013319715.1_ASM1331971v1	SAMN14000295	II	env
GCA_013319675.1_ASM1331967v1	SAMN14000298	II	env
GCA_013319665.1_ASM1331966v1	SAMN14000297	II	env
GCA_013319655.1_ASM1331965v1	SAMN14000299	II	env
GCA_013319635.1_ASM1331963v1	SAMN14000301	II	env
GCA_013319615.1_ASM1331961v1	SAMN14000300	II	env
GCA_013319595.1_ASM1331959v1	SAMN14000302	II	env
GCA_013319565.1_ASM1331956v1	SAMN14000305	II	env
GCA_013319555.1_ASM1331955v1	SAMN14000303	II	env
GCA_013319535.1_ASM1331953v1	SAMN14000304	II	env
GCA_013319515.1_ASM1331951v1	SAMN14000306	II	env
GCA_013319495.1_ASM1331949v1	SAMN14000309	II	env
GCA_013319465.1_ASM1331946v1	SAMN14000307	II	env
GCA_013319445.1_ASM1331944v1	SAMN14000310	II	env
GCA_013319425.1_ASM1331942v1	SAMN14000308	II	env
GCA_013319415.1_ASM1331941v1	SAMN14000311	II	env
GCA_013319375.1_ASM1331937v1	SAMN14000312	II	env
GCA_013319345.1_ASM1331934v1	SAMN14000314	II	env
GCA_013319335.1_ASM1331933v1	SAMN14000315	II	env
GCA_013319315.1_ASM1331931v1	SAMN14000316	II	env
GCA_013314585.1_ASM1331458v1	SAMN13999611	I	food
GCA_013314555.1_ASM1331455v1	SAMN13999612	I	food
GCA_013314545.1_ASM1331454v1	SAMN13999613	I	food
GCA_013314515.1_ASM1331451v1	SAMN13999614	I	food
GCA_013314455.1_ASM1331445v1	SAMN13999615	I	food
GCA_013314485.1_ASM1331448v1	SAMN13999616	I	food
GCA_013314445.1_ASM1331444v1	SAMN13999618	I	food
GCA_013314435.1_ASM1331443v1	SAMN13999617	I	food
GCA_013314405.1_ASM1331440v1	SAMN13999620	I	animal
GCA_013314395.1_ASM1331439v1	SAMN13999619	I	animal
GCA_013314375.1_ASM1331437v1	SAMN13999621	I	animal
GCA_013314345.1_ASM1331434v1	SAMN13999622	I	animal
GCA_013314335.1_ASM1331433v1	SAMN13999623	I	animal
GCA_013314315.1_ASM1331431v1	SAMN13999625	I	animal
GCA_013314295.1_ASM1331429v1	SAMN13999626	I	animal
GCA_013314275.1_ASM1331427v1	SAMN13999627	I	food
GCA_013314255.1_ASM1331425v1	SAMN13999628	I	food
GCA_013314215.1_ASM1331421v1	SAMN13999630	I	food
GCA_013314225.1_ASM1331422v1	SAMN13999629	I	food
GCA_013314195.1_ASM1331419v1	SAMN13999632	I	food
GCA_013314175.1_ASM1331417v1	SAMN13999631	I	food
GCA_013314145.1_ASM1331414v1	SAMN13999633	I	food
GCA_013314135.1_ASM1331413v1	SAMN13999636	I	food
GCA_013314115.1_ASM1331411v1	SAMN13999634	I	food
GCA_013314085.1_ASM1331408v1	SAMN13999635	I	food
GCA_013314075.1_ASM1331407v1	SAMN13999637	I	food
GCA_013314055.1_ASM1331405v1	SAMN13999638	I	food
GCA_013314015.1_ASM1331401v1	SAMN13999639	I	food
GCA_013313995.1_ASM1331399v1	SAMN13999641	I	animal
GCA_013314005.1_ASM1331400v1	SAMN13999640	I	food
GCA_013313975.1_ASM1331397v1	SAMN13999642	I	animal
GCA_013313955.1_ASM1331395v1	SAMN13999643	I	animal
GCA_013313935.1_ASM1331393v1	SAMN13999644	I	animal
GCA_013313895.1_ASM1331389v1	SAMN13999646	I	animal
GCA_013313905.1_ASM1331390v1	SAMN13999645	I	animal
GCA_013313875.1_ASM1331387v1	SAMN13999647	I	animal
GCA_013313855.1_ASM1331385v1	SAMN13999648	I	animal
GCA_013313815.1_ASM1331381v1	SAMN13999649	I	animal
GCA_013313805.1_ASM1331380v1	SAMN13999650	I	animal
GCA_013313795.1_ASM1331379v1	SAMN13999652	I	animal
GCA_013313775.1_ASM1331377v1	SAMN13999653	I	animal
GCA_013313755.1_ASM1331375v1	SAMN13999654	I	animal
GCA_013313725.1_ASM1331372v1	SAMN13999656	I	animal
GCA_013313715.1_ASM1331371v1	SAMN13999655	I	animal
GCA_013313695.1_ASM1331369v1	SAMN13999658	I	animal
GCA_013313675.1_ASM1331367v1	SAMN13999657	I	animal
GCA_013313645.1_ASM1331364v1	SAMN13999659	I	animal
GCA_013313635.1_ASM1331363v1	SAMN13999661	I	animal
GCA_013313605.1_ASM1331360v1	SAMN13999662	I	animal
GCA_013313595.1_ASM1331359v1	SAMN13999664	I	animal
GCA_013313575.1_ASM1331357v1	SAMN13999663	I	animal
GCA_013313555.1_ASM1331355v1	SAMN13999665	I	animal
GCA_013313535.1_ASM1331353v1	SAMN13999666	I	animal
GCA_013313515.1_ASM1331351v1	SAMN13999667	I	animal
GCA_013313475.1_ASM1331347v1	SAMN13999668	I	animal
GCA_013313465.1_ASM1331346v1	SAMN13999669	I	animal
GCA_013313455.1_ASM1331345v1	SAMN13999670	I	animal
GCA_013313435.1_ASM1331343v1	SAMN13999671	I	animal
GCA_013313415.1_ASM1331341v1	SAMN13999672	I	animal
GCA_013313385.1_ASM1331338v1	SAMN13999674	I	animal
GCA_013313375.1_ASM1331337v1	SAMN13999673	I	animal
GCA_013313335.1_ASM1331333v1	SAMN13999676	I	animal
GCA_013313345.1_ASM1331334v1	SAMN13999675	I	animal
GCA_013313315.1_ASM1331331v1	SAMN13999677	I	env
GCA_013313295.1_ASM1331329v1	SAMN13999678	I	env
GCA_013313275.1_ASM1331327v1	SAMN13999680	I	env
GCA_013313245.1_ASM1331324v1	SAMN13999679	I	env
GCA_013313235.1_ASM1331323v1	SAMN13999681	I	env
GCA_013313215.1_ASM1331321v1	SAMN13999682	I	env
GCA_013313195.1_ASM1331319v1	SAMN13999683	I	env
GCA_013313175.1_ASM1331317v1	SAMN13999684	I	env
GCA_013313135.1_ASM1331313v1	SAMN13999685	I	env
GCA_013313145.1_ASM1331314v1	SAMN13999686	I	env
GCA_013313095.1_ASM1331309v1	SAMN13999687	I	env
GCA_013313085.1_ASM1331308v1	SAMN13999688	I	env
GCA_013313075.1_ASM1331307v1	SAMN13999689	I	env
GCA_013313045.1_ASM1331304v1	SAMN13999690	I	env
GCA_013313025.1_ASM1331302v1	SAMN13999691	I	human
GCA_013313015.1_ASM1331301v1	SAMN13999692	I	human
GCA_013312985.1_ASM1331298v1	SAMN13999693	I	human
GCA_013312975.1_ASM1331297v1	SAMN13999694	I	human
GCA_013312955.1_ASM1331295v1	SAMN13999696	I	human
GCA_013312925.1_ASM1331292v1	SAMN13999695	I	human
GCA_013312915.1_ASM1331291v1	SAMN13999698	I	human
GCA_013312885.1_ASM1331288v1	SAMN13999699	I	human
GCA_013312875.1_ASM1331287v1	SAMN13999700	I	human
GCA_013312855.1_ASM1331285v1	SAMN13999702	I	human
GCA_013312835.1_ASM1331283v1	SAMN13999701	I	human
GCA_013312815.1_ASM1331281v1	SAMN13999703	I	human
GCA_013312795.1_ASM1331279v1	SAMN13999704	I	human
GCA_013312775.1_ASM1331277v1	SAMN13999705	I	human
GCA_013312745.1_ASM1331274v1	SAMN13999707	I	human
GCA_013312735.1_ASM1331273v1	SAMN13999706	I	human
GCA_013312715.1_ASM1331271v1	SAMN13999708	I	human
GCA_013312695.1_ASM1331269v1	SAMN13999712	I	human
GCA_013312675.1_ASM1331267v1	SAMN13999711	I	human
GCA_013312645.1_ASM1331264v1	SAMN13999713	I	human
GCA_013312635.1_ASM1331263v1	SAMN13999716	I	human
GCA_013312595.1_ASM1331259v1	SAMN13999718	I	human
GCA_013312585.1_ASM1331258v1	SAMN13999719	I	human
GCA_013312575.1_ASM1331257v1	SAMN13999717	I	human
GCA_013312545.1_ASM1331254v1	SAMN13999721	I	human
GCA_013312535.1_ASM1331253v1	SAMN13999720	I	human
GCA_013312495.1_ASM1331249v1	SAMN13999722	I	human
GCA_013312485.1_ASM1331248v1	SAMN13999723	I	human
GCA_013312475.1_ASM1331247v1	SAMN13999709	I	human
GCA_013312455.1_ASM1331245v1	SAMN13999710	I	human
GCA_013312435.1_ASM1331243v1	SAMN13999714	I	human
GCA_013312405.1_ASM1331240v1	SAMN13999724	I	human
GCA_013312395.1_ASM1331239v1	SAMN13999715	I	human
GCA_013312375.1_ASM1331237v1	SAMN13999725	I	human
GCA_013312355.1_ASM1331235v1	SAMN13999726	I	human
GCA_013312335.1_ASM1331233v1	SAMN13999727	I	human
GCA_013312305.1_ASM1331230v1	SAMN13999729	I	human
GCA_013312295.1_ASM1331229v1	SAMN13999728	I	human
GCA_013312275.1_ASM1331227v1	SAMN13999730	I	human
GCA_013312245.1_ASM1331224v1	SAMN13999733	I	human
GCA_013312235.1_ASM1331223v1	SAMN13999732	I	human
GCA_013312205.1_ASM1331220v1	SAMN13999735	I	human
GCA_013312195.1_ASM1331219v1	SAMN13999734	I	human
GCA_013312175.1_ASM1331217v1	SAMN13999736	I	human
GCA_013312145.1_ASM1331214v1	SAMN13999737	I	human
GCA_013312135.1_ASM1331213v1	SAMN13999738	I	human
GCA_013312095.1_ASM1331209v1	SAMN13999741	I	human
GCA_013312105.1_ASM1331210v1	SAMN13999740	I	human
GCA_013312075.1_ASM1331207v1	SAMN13999739	I	human
GCA_013312045.1_ASM1331204v1	SAMN13999742	I	human
GCA_013312035.1_ASM1331203v1	SAMN13999743	I	human
GCA_013311995.1_ASM1331199v1	SAMN13999745	I	human
GCA_013312005.1_ASM1331200v1	SAMN13999744	I	human
GCA_013311975.1_ASM1331197v1	SAMN13999746	I	human
GCA_013311945.1_ASM1331194v1	SAMN13999747	I	human
GCA_013311935.1_ASM1331193v1	SAMN13999748	I	human
GCA_013311905.1_ASM1331190v1	SAMN13999750	I	human
GCA_013311895.1_ASM1331189v1	SAMN13999749	I	human
GCA_013311865.1_ASM1331186v1	SAMN13999752	I	human
GCA_013311855.1_ASM1331185v1	SAMN13999751	I	human
GCA_013311805.1_ASM1331180v1	SAMN13999755	I	human
GCA_013311825.1_ASM1331182v1	SAMN13999753	I	human
GCA_013311795.1_ASM1331179v1	SAMN13999754	I	human
GCA_013311755.1_ASM1331175v1	SAMN13999759	I	human
GCA_013311765.1_ASM1331176v1	SAMN13999756	I	human
GCA_013311715.1_ASM1331171v1	SAMN13999762	I	human
GCA_013311705.1_ASM1331170v1	SAMN13999760	I	human
GCA_013311695.1_ASM1331169v1	SAMN13999761	I	human
GCA_013311675.1_ASM1331167v1	SAMN13999763	I	human
GCA_013311655.1_ASM1331165v1	SAMN13999764	I	human
GCA_013311615.1_ASM1331161v1	SAMN13999765	I	human
GCA_013311595.1_ASM1331159v1	SAMN13999768	I	human
GCA_013311605.1_ASM1331160v1	SAMN13999766	I	human
GCA_013311575.1_ASM1331157v1	SAMN13999767	I	human
GCA_013311555.1_ASM1331155v1	SAMN13999769	I	human
GCA_013311495.1_ASM1331149v1	SAMN13999772	I	human
GCA_013311505.1_ASM1331150v1	SAMN13999770	I	human
GCA_013311475.1_ASM1331147v1	SAMN13999773	I	human
GCA_013311485.1_ASM1331148v1	SAMN13999771	I	human
GCA_013311455.1_ASM1331145v1	SAMN13999774	I	human
GCA_013311435.1_ASM1331143v1	SAMN13999775	I	human
GCA_013311395.1_ASM1331139v1	SAMN13999776	I	human
GCA_013311385.1_ASM1331138v1	SAMN13999780	I	human
GCA_013311375.1_ASM1331137v1	SAMN13999777	I	human
GCA_013311355.1_ASM1331135v1	SAMN13999779	I	human
GCA_013311335.1_ASM1331133v1	SAMN13999781	I	human
GCA_013311305.1_ASM1331130v1	SAMN13999782	I	human
GCA_013311275.1_ASM1331127v1	SAMN13999783	I	human
GCA_013311265.1_ASM1331126v1	SAMN13999785	I	human
GCA_013311255.1_ASM1331125v1	SAMN13999784	I	human
GCA_013311235.1_ASM1331123v1	SAMN13999786	I	human
GCA_013311215.1_ASM1331121v1	SAMN13999787	I	human
